"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-inval-6ae24d8e296658a489501e409388ef7819976875","LegalEntity","Hot Forex","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6af06b75cd154e8be2e8dbef80f7fe01a3d59ffb","LegalEntity","xTrader AI","xTrader AI Halal","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-08-04T07:55:02","2026-04-17T07:55:03","2025-08-04T07:55:02"
"my-inval-6b0d2e1601bd1b3bdc6d977ca3aa130b02be6a70","LegalEntity","Walker Dwayne","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6b202cfb35acc5f6f8e090778e03b7b9e24da17f","LegalEntity","NAVIK","Navik Ex","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6b3c2bb957961ab2d0c13d6cdf36620d38039605","LegalEntity","Asia Equity Ventures","Asian Equity","","","Suite 13, Empire Damansara Perdana, 47300, Petaling Jaya","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6b745761a2c5681e7d0f2a05c93f7fa0919f9036","LegalEntity","Global Trading Academy","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6b818dadec929e32aa8f36b1c3e84d105b91a50b","LegalEntity","Xovra","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-11-06T07:55:03","2026-04-17T07:55:03","2025-11-06T07:55:03"
"my-inval-6bbc15eb05293f8180c00eae52c789290159c068","LegalEntity","MLP","Millennium Strategy Advisors","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-03-03T07:55:03","2026-04-17T07:55:03","2026-03-03T07:55:03"
"my-inval-6bd5b3caa8adcb41885df69f188c56c0d41876d0","LegalEntity","Trade With Maybank","sinegyXhsbc Securities Ltd","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6c0d7f57f867305b0f7ce6660f66aa6a3db1fa82","LegalEntity","Pangaeas","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-07-10T07:55:05","2026-04-17T07:55:03","2024-07-10T07:55:05"
"my-inval-6c4b62eebc108e875f53ea3bbb2cec4b33f84539","LegalEntity","EZAG","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6c4f22529e101d9d3e4c00ed4d85ebd6b6534d76","LegalEntity","Questor Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-12-19T07:55:03","2026-04-17T07:55:03","2026-01-09T07:55:02"
"my-inval-6c90e95bf16a11ef6c82e5d9bb0241b1da3a6c64","LegalEntity","Titan FX","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-11-17T07:55:02","2026-04-17T07:55:03","2025-11-17T07:55:02"
"my-inval-6c939ffa15f43f81975d4a76e6441263716e2c0b","LegalEntity","XGI Horizon","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-03-19T07:55:03","2026-04-17T07:55:03","2025-03-19T07:55:03"
"my-inval-6cee6bca04d9dd95ae4b1ceb4c79e53124c53f0d","LegalEntity","MX Global","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-30T07:55:04","2026-04-17T07:55:03","2026-04-09T07:55:03"
"my-inval-6cf66bc54f761ae2e748ebba45c5143a3455cf8f","LegalEntity","Mercado Bitcoin","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6d602d577309420098853600442ae992bbf3141a","LegalEntity","Alpine Advisory 135","Alpine Advisory 162","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6d640f877ee1864ee68f5889b3e000d165f9fc77","LegalEntity","Colonyinvest","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6db76e0a1ced7bdf932136a41c00aeff1a63bb4d","LegalEntity","Principal Islamic","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-04-30T07:55:03","2026-04-17T07:55:03","2025-04-30T07:55:03"
"my-inval-6dbe78f2551a11169a85dca3237e41bceecd88d7","LegalEntity","Pelaburan Crypto Club","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6dced910d57a34ce00f3bf60570489e6216a21ea","LegalEntity","Xsocio Markets","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6df3e2ccb72d2c7494d6d623688127faa9b1669a","LegalEntity","Forex Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6e043c2410492d26995a9a43fd1e75edbbde27bf","LegalEntity","XM Trader Malaysia","Pelaburan XM Malaysia;Saham Komuniti XM;XM Broker;XM Master Trading;XM Member of Trader","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-11-12T07:55:04"
"my-inval-6e0a986a4927a9f17cbd79a0cb995cdb1ab76f7b","LegalEntity","Fizzy Had (Hafiza Binti Had)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6e1747f19f0e3ab21536865eee8a86d6524da1b2","LegalEntity","BTC USD Investment","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6e1856d4d2eefd21ae1cc5ef0d1abe08963a0200","LegalEntity","Eagle Eyes Traders","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6e2266cbde8bce2c1fd087cc7fb3926e0c659ede","LegalEntity","Fikra Islamic Sdn Bhd","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6e36f843d41800cc4df52cd44ccba5f1cea70037","LegalEntity","Inefex Pro","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-08-13T07:55:03","2026-04-17T07:55:03","2025-12-18T07:55:02"
"my-inval-6e7744d8d5781e2c8926364155eb469d873f7d96","LegalEntity","Pelaburan Olymp Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2025-07-07T07:55:06"
"my-inval-6eb258ac938217474e3d80f3a1bf48bc57008015","LegalEntity","Free Capital","Free Royal Investment","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6ee15bd245eaec9c7ef25c83c67047c0073ded14","LegalEntity","TradingView","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-08-26T07:55:03"
"my-inval-6eece1e42009fefb9ec950cbb0b84dbd6533c67e","LegalEntity","Forexmy","MT Busines Investment Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-12-24T07:55:02","2026-04-17T07:55:03","2025-12-24T07:55:02"
"my-inval-6ef9b787e77dcbe3f725284fb2a90e66f45e2749","LegalEntity","Norly Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6f09048bfb08257b650840973d99cc119373ec4b","LegalEntity","GCM Asia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6f6019a6c1db02b334882151352bc3a97e0545bb","LegalEntity","Al Maju General Trading Co","Syarikat Al-Maju Trading","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6fb820ddfa4d265852768393320dd2ac21085c3c","LegalEntity","DESG","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-09-04T07:55:02","2026-04-17T07:55:03","2025-09-04T07:55:02"
"my-inval-6fd1ee307b8e4eac1fac6713b6eb1be02869cd2e","LegalEntity","Cloud Technical Analysis (Clement Tan)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6fdd092b8b8abfb3ae0afb259765919c15241d5c","LegalEntity","Hidayah Al-Tharwa","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6fe65c6f4f83450069b786cd294fdb14e440418a","LegalEntity","Malaysia Berjaya","Trader Team Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-6ff10b2ddde43b10b77ec9c45031196814d1d1a5","LegalEntity","Gold Machine International","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-07T07:55:03","2026-04-17T07:55:03","2026-01-12T07:55:03"
"my-inval-70491a44b787dd899e0d949bec48c54bf2b06d5c","LegalEntity","Success Market Trading Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-14T07:55:03","2026-04-17T07:55:03","2025-05-14T07:55:03"
"my-inval-70706025bc2fcc07b574a8cc114f7cf52a6e2a0b","LegalEntity","UG Automatik Malaya Berhad","Royal Q;Sejahtera Investing Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-12-05T07:55:04"
"my-inval-708ff2795a956424fd889982d473f9a48fdf598c","LegalEntity","Silver Peak Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-07T07:55:03","2026-04-17T07:55:03","2025-05-26T07:55:02"
"my-inval-7115fdb93100bbf3381337d1baf9b99e17371e4f","LegalEntity","Stuart L Shrimpton","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-711efedc6f3a1b06702b6a84ceb1d5bd4795b42f","LegalEntity","Intraderkor Pro","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7126275c7bd43725d23702c28312651498e99535","LegalEntity","Invest Selangor","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-71a2d1f89a725a5578f853699234ffd5eef742fb","LegalEntity","Jarama Universal Sdn Bhd","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-72289566ced70cbd377f7af180fddaa141134f31","LegalEntity","JB Indicator","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-723597a1613e22964b2588a89fb1d3e857669dbf","LegalEntity","Midtou Global","MFG Global;Midtou Global Financial","","","Level 3, , Menara Standard Chartered, No. 30 Jalan Sultan Ismail , 50480 Kuala Lumpur","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-724f0dfe3183b58aa15a683f5543841a60dab1c8","LegalEntity","Felda Invest","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-726883b1865bb735caaacbf1ac0f4b54e4bb6f44","LegalEntity","E-Suisse Fund","","","","ESwissFund Management Foundation, Ipasa Building, 3rd Floor, Bella Vista District, 41 Street, Panama City, 110110 PA","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7294783330f5e864a52e26fb667f40842e8cd9b7","LegalEntity","OCM Malaysia","Orient Capital Management Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-732559c3e128a3c2e8c6198fcc6419fe7f77f95a","LegalEntity","Noble Funds","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-01-09T07:55:02","2026-04-17T07:55:03","2026-01-09T07:55:02"
"my-inval-733395c600fc55bac46da144fe7487b0b1ecacfa","LegalEntity","Extensa Financial Services","","","","Europlaza Hoogoorddreef 54b, 1101BE Amsterdam Zuidoost, Netherlands","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-733f66534cbd3f89ba8a143a3f09e07eeefd3dc0","LegalEntity","Kofex","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7362afc46ff5fa02b2cd93011241ece3e6c6cccd","LegalEntity","Leão-Videos","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-07-17T07:55:05","2026-04-17T07:55:03","2024-08-26T07:55:03"
"my-inval-738ca846d92ff79e320adc0633ebda8be5101417","LegalEntity","GMCI Infinity Sdn Bhd (1146449-V)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-73c761a0e9f8119754315bdde1f13d7e36282011","LegalEntity","Al-Isra Group Syariah","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7408d0317b88264811010532201d8f70d384839d","LegalEntity","Trade Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-03-30T07:55:02","2026-04-17T07:55:03","2025-03-30T07:55:02"
"my-inval-741cc9fe518d022d26dddcfa2eb9c2ee04fa8082","LegalEntity","Potential clone of Ethis Ventures (Golden Trading Group)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7426c7ffb93766bc5b6d938a3406cef644ff3ba1","LegalEntity","Labur Saham Syariah","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7447224a79efed68d219ed7b72bdf303fce4f62c","LegalEntity","Win Coin Malaysia","Win Coint (Trade);Win Group Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-746166e301235a221caf6b9bb6ba421263fa6303","LegalEntity","Investment Global Trader Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7475d3e69d0a3b4e56b26c61ed3e02e5bd20b7c1","LegalEntity","NewGene Group","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7478c3732a10443df1530a835ad2a1b6eeb537ec","LegalEntity","Spacex Trade","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-74a62ffbc7bddd22be2d473c538c844387247c5a","LegalEntity","Fira Indicator","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-74ba4ee09c7ccf9632781b7cd9030328f52c97e5","LegalEntity","Markets Vox","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-12-20T07:55:04","2026-04-17T07:55:03","2024-12-20T07:55:04"
"my-inval-74d40148d72fa625d555299eae2ca021dab176d5","LegalEntity","Potential clone entity - General Enterprise Management Services (GEMS)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-27T07:55:04","2026-04-17T07:55:03","2025-05-27T07:55:04"
"my-inval-74df43c5b3cc696d010fc85fdb8c7ab9869a142b","LegalEntity","Pelaburan Bank Muamalat Malaysia","Pelaburan Malaysia","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-74ec388b8fb885faafe9a6e4823956764b5a7a4b","LegalEntity","P2Connect","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-08-05T07:55:03","2026-04-17T07:55:03","2024-08-05T07:55:03"
"my-inval-74f9bf8b74d519b910cc80b5b6b42ad47a541299","LegalEntity","Mapletree Investment Malaysia (“Mapletree”)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-752dfe24372e350f2a6817d63780698e202e3bf9","LegalEntity","Invest Smart","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-27T07:55:04","2026-04-17T07:55:03","2025-05-27T07:55:04"
"my-inval-75501c7ff031f5c73c7fc291ca4df71ed41e3da3","LegalEntity","Midana Capital Inc.","","","","13A-1, Oval Damansara, No 685, Jalan Damansara, 60000, TTDI, Kuala Lumpur, Malaysia","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-756671983474a58ba05601b6247d62059a3c65c3","LegalEntity","An Instagram page cloning the Securities Commission Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-12-06T07:55:03","2026-04-17T07:55:03","2025-12-06T07:55:03"
"my-inval-756fd8903a6ff7dd74a4f5e82d2c38c579a776c7","LegalEntity","Sweden Fund","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75b0fbdd2a152cf1ee1ff828695a7b862df8579c","LegalEntity","Eaindex","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75b9782754886898acc321a35db9342bb3780c01","LegalEntity","Bigboys Academy Sdn Bhd (1419877-P)","","","","17-1, Jalan Putra 3, Taman Putra Kajang, 43000 Kajang, Selangor","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75c8c45b92bf6eeeddd97a7a6da2dc97b2ae1bbe","LegalEntity","Meyer Leanna","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75c9d1343df7d516911a8fcfcfaa3fedfd857f5c","LegalEntity","Red Fort Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75cbd58255105b07be5039f703628eceecf90b53","LegalEntity","REDVEST Investment 249","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75d6f79751fadd70ddf83817b5055fb9fd25841a","LegalEntity","LCM4U","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75e6ccbc681587649025b18d6e641d27bd134526","LegalEntity","H-Trade (Global) Islamic","H-Trade Inc","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-75ebf9e5bb4d5f3b92a7a480b5ec0105c2f18d2e","LegalEntity","GB Consulting Sdn Bhd","Prestige Bullion","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-760879793dc40b58973f9871d5ecf5a9642efcd4","LegalEntity","Capital Glory Holdings Ltd","","","","Suite 06-01, 6th Floor, Menara Keck Seng, No. 203 Jalan Bukit Bintang, Kuala Lumpur","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-760e5e6ccd2e6ccda51f90f096d64a50a4db200e","LegalEntity","Bestino Group Bhd","","","","80-B, Jln. Sultan Yussuf, 30000 Ipoh, Perak Darul Ridzuan, Malaysia.","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-763d264ec3446a16be90fb9667d294648f3f926e","LegalEntity","Grand Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-764cc864846046c1167236917edbd37ce282acb0","LegalEntity","Changrongkonggu","","","","179, Jalan Bukit Bintang, Tingkat 15, KL Plaza Suite , Long Park, KL","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-766b9fd54e9a9fca1bf07abfa271ce041a4b3223","LegalEntity","Stockbridge Consultants","","","","30F, Asem Tower, 159-1 Samseong-dong, Gangnam-gu, Seoul, 135-798, Korea","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-76721bc65066e2d645f7a7894017ae1c8e1097a7","LegalEntity","Global Finance","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-767bf42f96fb42211590ff8000eb09b5ef64813a","LegalEntity","Sahara Global Investment","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7682298dbeaa5d6d10a381e1034f264783c2d32d","LegalEntity","ACI Exchange","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-76a11b5892465c9eb8465a3f5a423e44659fc8a6","LegalEntity","Genexus Advisory (155)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-76be822801fd522b3569c4f036cef3365b3d3393","LegalEntity","Amara Investments Berhad","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-76bf83d8f50fd4dcd73e97f86a7175041dc3fb6e","LegalEntity","Syarikat Al-Ayuni","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-76e0b8dd622db1e46512905924467f8a513e338d","LegalEntity","YDS Corporate Line Sdn Bhd","Kelab Kebajikan Dan Sosial Tun Teja Malaysia (KKDSTTM);YDS Holdings Groups Bhd","","","No. 51-1, 51-2, Jalan Bandar Rawang 16, Rawang 48000, Selangor","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7709c8d84810e3cf73fc324a64a199baaeaac123","LegalEntity","Newton Winifred","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7716403f206d95da404ba3eabf47d487e5d6aa6c","LegalEntity","Angelic Phoenix","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-776c418b1a27525c155b6aad6995d69f65a16240","LegalEntity","Eduit2u.com","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-778c115c861723c3bc2b2f6b0000bdcdee6a9a64","LegalEntity","HIG360","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-12-19T07:55:03","2026-04-17T07:55:03","2025-12-19T07:55:03"
"my-inval-77f3e836308165abda76518f115c7cc397b17fde","LegalEntity","Naim Holdings","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-07T07:55:03","2026-04-17T07:55:03","2025-05-07T07:55:03"
"my-inval-784594f20440cd2b52e6bfbf0daefff5a5d7fd2a","LegalEntity","SMIDA","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-786685c3e51bfadfa5319d6d9b1bf9c69395850d","LegalEntity","Goldmill Wagner Associates Limited","","","","Level 40, Tower Petronas Twin Towers, Kuala Lumpur, 50088 Malaysia","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-78ace8cf5c8cb3cfc6c7a8b3c0fb8f46dc0ae90d","LegalEntity","QCM Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-10-26T07:56:05","2026-04-17T07:55:03","2025-10-26T07:56:05"
"my-inval-78b89b1e9cf34805ec9ad36bf0d09328ddc2cbf7","LegalEntity","W.I.A Invest (615)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-08-26T07:55:03"
"my-inval-79125307cee3980c5cdf854fe70b3d62f72cb820","LegalEntity","TSKONE Official","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-06-10T07:55:05","2026-04-17T07:55:03","2025-07-28T07:55:02"
"my-inval-7945305226cbdfd4992fc4dbef29781fd7657a33","LegalEntity","Signify Ltd","","","","Level 9, 35 Victoria Street, Wellington 6011, New Zealand","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-7983435ae201cd9e31f262402c3dadbbde99d51c","LegalEntity","WorldRemit","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-798e8ca93f0effefafd8ebacd8d61b319e958eeb","LegalEntity","Remno Club","","","","623 Eagle Rock Avenue, Suite #7, West Orange, NJ07052, U.S.","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-799f54c6ce9b4ae7b3d24456eacdacbff51828b7","LegalEntity","Federal Capital Crypto Asia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
